NAME,DP05_0001E,DP05_0018E,DP05_0019PE,DP05_0024PE,DP02_0038PE,DP02_0065PE,DP02_0072PE,DP03_0009PE,DP03_0062E,DP03_0099PE,DP04_0003PE,DP04_0047PE,DP04_0058PE,DP04_0134E,state,county
"Kent County, Texas",635,59.9,23.9,37.3,-666666666.0,14.2,20.1,5.4,68553,4.2,48.2,19.1,2.8,921,48,263
"Kerr County, Texas",52810,48.2,18.6,27.9,36.9,18.4,16.1,3.3,66713,18.1,12.8,29.3,4.4,1048,48,265
"Kimble County, Texas",4316,48.4,19.2,28.0,59.0,18.9,18.8,0.8,62386,17.9,36.3,20.8,4.2,716,48,267
"King County, Texas",216,35.8,23.6,13.0,-666666666.0,25.6,12.5,4.5,59375,10.6,44.4,60.0,0.0,-666666666,48,269
"Kinney County, Texas",3157,47.5,11.8,24.0,0.0,6.9,34.0,1.9,52386,13.6,25.0,25.0,3.1,728,48,271
"Kleberg County, Texas",30860,28.6,24.3,13.1,56.3,14.9,14.2,7.5,52487,17.3,14.4,45.9,6.1,978,48,273
"Knox County, Texas",3333,41.1,24.5,18.6,30.8,8.4,19.8,1.6,48750,16.1,31.2,22.0,3.4,628,48,275
"Lamar County, Texas",50149,40.3,23.8,19.3,35.6,13.9,18.9,3.9,58246,19.0,11.3,33.3,7.1,847,48,277
"Lamb County, Texas",13024,36.8,27.4,17.1,53.3,9.8,16.3,2.8,54519,25.4,21.5,27.1,4.9,796,48,279
"Lampasas County, Texas",21829,43.8,21.3,20.5,28.7,14.1,22.9,5.3,73269,13.6,18.4,19.5,4.4,867,48,281
"La Salle County, Texas",6965,35.0,22.2,17.3,0.0,3.2,10.1,4.2,62798,19.7,27.6,20.9,2.5,851,48,283
"Lavaca County, Texas",20379,43.4,23.6,23.7,38.3,13.8,14.4,3.0,58530,10.5,21.6,23.7,3.6,871,48,285
"Lee County, Texas",17543,41.9,21.5,20.5,51.4,11.8,15.6,2.8,66448,13.8,19.9,21.9,4.7,1037,48,287
"Leon County, Texas",15928,44.7,22.4,23.6,14.7,10.5,22.5,5.1,57363,18.6,28.8,21.7,1.9,900,48,289
"Liberty County, Texas",93523,34.1,27.9,12.6,37.4,7.7,16.2,6.9,59605,24.5,14.0,19.2,4.6,978,48,291
"Limestone County, Texas",22222,42.0,22.3,20.6,70.9,12.0,16.8,3.6,53102,19.1,21.4,25.2,3.9,784,48,293
"Lipscomb County, Texas",3038,35.9,29.3,16.7,66.1,20.2,15.3,5.9,71625,19.9,24.7,22.0,4.3,836,48,295
"Live Oak County, Texas",11374,40.8,19.6,21.3,39.9,7.6,16.3,3.6,55949,18.0,30.3,25.2,6.9,957,48,297
"Llano County, Texas",21637,57.4,15.9,37.1,0.0,22.2,21.7,6.0,64241,14.8,37.5,21.2,3.3,974,48,299
"Loving County, Texas",96,31.9,29.2,35.4,0.0,0.0,18.8,0.0,-666666666,0.0,27.3,70.0,12.5,-666666666,48,301
"Lubbock County, Texas",311509,31.2,23.6,12.7,40.1,20.0,12.9,4.6,61911,13.5,9.1,44.4,5.6,1087,48,303
"Lynn County, Texas",5619,36.6,27.3,15.8,25.3,17.2,19.7,3.6,52996,16.7,19.0,27.7,4.2,887,48,305
"McCulloch County, Texas",7638,44.4,22.1,22.6,48.8,12.7,21.0,8.7,53214,18.9,24.7,30.0,4.8,816,48,307
"McLennan County, Texas",261090,33.6,24.1,14.8,35.4,16.4,13.4,4.4,59781,14.1,10.5,40.4,5.2,1048,48,309
"McMullen County, Texas",670,36.5,31.5,19.1,68.8,11.8,16.1,2.4,60313,22.1,45.3,13.9,3.0,732,48,311
"Madison County, Texas",13556,36.2,21.7,15.2,40.2,10.2,16.5,6.3,65768,13.3,19.7,28.7,8.7,814,48,313
"Marion County, Texas",9668,52.1,17.2,27.1,27.8,13.5,22.3,10.7,48040,11.6,28.3,22.4,4.9,857,48,315
"Martin County, Texas",5228,34.7,29.5,10.5,0.0,9.7,11.1,10.2,70217,14.7,12.0,39.2,0.0,1009,48,317
"Mason County, Texas",3959,48.2,22.3,31.2,-666666666.0,26.1,18.9,2.8,77583,11.2,36.0,19.9,3.4,818,48,319
"Matagorda County, Texas",36251,37.1,25.8,17.4,49.1,14.0,17.4,6.7,56412,17.3,24.6,30.6,6.6,960,48,321
"Maverick County, Texas",57806,30.1,31.0,11.8,27.1,11.6,12.1,7.1,48497,28.1,10.8,31.9,7.8,757,48,323
"Medina County, Texas",51432,39.4,22.7,17.0,24.3,13.3,18.7,2.4,73060,13.7,11.7,17.9,4.7,1038,48,325
"Menard County, Texas",1964,59.4,19.0,35.5,-666666666.0,15.0,29.0,14.3,40945,25.4,38.2,24.5,4.1,720,48,327
"Midland County, Texas",169393,32.1,28.9,10.3,27.6,20.6,10.8,3.4,90123,15.4,7.0,33.0,4.7,1375,48,329
"Milam County, Texas",25080,41.5,23.4,20.7,16.8,12.6,15.8,5.8,56985,16.2,15.5,23.7,4.0,911,48,331
"Mills County, Texas",4501,50.8,18.8,28.1,46.9,18.5,16.1,2.3,59315,13.5,30.9,14.8,1.6,655,48,333
"Mitchell County, Texas",8947,32.3,18.4,14.3,98.4,7.2,14.7,1.4,49869,25.8,34.9,29.1,1.9,764,48,335
"Montague County, Texas",20197,44.1,22.7,21.6,7.8,12.8,19.8,5.1,63336,15.6,23.1,20.3,4.6,974,48,337
"Montgomery County, Texas",629989,37.4,25.9,13.4,21.5,25.0,10.1,4.3,95946,14.3,7.5,27.3,3.3,1416,48,339
"Moore County, Texas",21284,30.7,31.3,11.2,43.7,7.9,10.9,2.5,59041,21.4,14.6,35.1,7.7,879,48,341
"Morris County, Texas",11993,43.0,23.0,21.7,44.1,7.9,20.7,5.9,51532,13.5,16.1,26.5,5.7,783,48,343
"Motley County, Texas",1223,50.7,17.6,31.3,0.0,15.2,23.1,3.0,66528,18.6,35.9,24.1,2.4,732,48,345
"Nacogdoches County, Texas",64768,31.7,23.1,15.3,45.3,15.9,16.6,6.6,51153,15.5,13.9,40.9,6.0,863,48,347
"Navarro County, Texas",52834,37.5,25.6,16.6,44.3,11.4,17.4,5.6,56261,18.1,15.7,32.1,5.1,978,48,349
"Newton County, Texas",12333,45.5,21.6,22.2,50.4,4.9,15.4,10.6,38871,24.3,25.9,19.4,7.6,876,48,351
"Nolan County, Texas",14657,36.6,25.9,19.2,38.6,9.2,19.6,6.6,47437,17.1,20.3,34.6,6.8,810,48,353
"Nueces County, Texas",353245,36.2,24.1,15.0,41.3,14.4,13.1,5.7,64027,18.1,14.3,40.6,7.0,1175,48,355
"Ochiltree County, Texas",9924,33.0,30.3,10.7,44.6,12.3,14.3,1.5,62240,23.7,14.9,29.5,3.3,858,48,357
"Oldham County, Texas",2171,35.0,33.3,12.6,53.6,17.2,10.6,1.5,71103,12.3,20.2,28.4,1.6,1120,48,359
"Orange County, Texas",84761,37.7,25.0,15.7,35.0,12.8,16.7,5.8,71910,16.3,16.4,24.8,5.3,974,48,361
"Palo Pinto County, Texas",28569,41.3,23.2,19.8,58.5,11.9,16.5,7.3,65242,18.7,29.7,27.9,4.0,963,48,363
"Panola County, Texas",22540,39.2,23.1,20.2,43.1,11.7,16.8,2.9,58205,19.9,25.2,19.5,3.1,799,48,365
"Parker County, Texas",151188,39.4,24.6,15.7,26.3,20.2,12.3,3.9,95721,13.8,8.4,18.0,2.8,1291,48,367
"Parmer County, Texas",9809,36.3,27.6,15.3,0.0,13.7,11.6,2.1,65575,24.2,14.7,28.8,1.9,839,48,369
"Pecos County, Texas",15114,36.7,24.6,13.6,0.0,6.9,8.5,1.2,59325,17.2,12.9,29.4,8.5,986,48,371
"Polk County, Texas",50536,43.8,20.1,18.8,42.8,8.8,24.2,9.3,57315,16.7,27.9,22.0,3.6,920,48,373
"Potter County, Texas",117905,34.5,26.9,13.5,41.6,11.9,13.2,3.7,47974,21.5,12.5,44.2,8.6,943,48,375
"Presidio County, Texas",6168,41.9,29.9,22.8,66.3,15.0,15.2,12.3,29012,33.0,33.0,26.0,13.9,391,48,377
"Rains County, Texas",12257,47.6,19.2,24.0,61.0,14.6,20.2,2.3,60291,16.3,18.9,20.0,4.1,896,48,379
"Randall County, Texas",141489,36.4,23.9,15.4,13.9,21.7,10.6,2.8,78038,9.6,9.2,30.5,2.8,1072,48,381
"Reagan County, Texas",3308,33.0,30.3,8.4,21.3,7.3,5.1,8.7,70319,17.0,17.7,32.6,0.7,1057,48,383
"Real County, Texas",2830,52.3,23.9,34.1,100.0,16.1,30.5,1.6,46842,19.8,45.4,25.8,3.7,836,48,385
"Red River County, Texas",11627,48.9,20.1,25.9,20.7,9.3,16.8,3.8,44583,18.9,24.7,25.0,3.4,688,48,387
"Reeves County, Texas",14022,35.4,23.2,12.4,66.7,7.8,11.0,7.0,57487,16.7,18.7,25.0,5.0,951,48,389
"Refugio County, Texas",6718,42.9,22.6,22.3,100.0,8.2,23.7,5.6,54304,15.8,32.5,24.2,9.5,720,48,391
"Roberts County, Texas",764,42.5,23.3,14.1,-666666666.0,14.2,12.0,0.5,62667,13.1,19.4,13.4,7.8,554,48,393
"Robertson County, Texas",16912,40.6,23.8,20.3,56.6,12.6,18.7,8.7,59410,13.4,25.7,24.8,7.9,781,48,395
"Rockwall County, Texas",110631,37.6,26.6,12.4,17.2,27.9,7.7,3.9,121303,8.7,3.6,16.8,1.8,1779,48,397
"Runnels County, Texas",9858,40.9,23.4,20.6,45.0,13.0,19.0,3.0,55424,15.4,24.5,23.1,2.4,897,48,399
"Rusk County, Texas",52755,38.8,22.4,16.8,27.0,10.4,15.4,5.5,61661,15.8,16.0,20.8,3.9,963,48,401
"Sabine County, Texas",9980,54.1,17.6,30.0,38.4,9.5,26.3,8.4,47061,13.2,41.4,15.2,4.5,725,48,403
"San Augustine County, Texas",7920,48.6,19.6,28.2,72.7,7.5,24.7,10.3,45888,21.6,36.3,27.5,11.7,718,48,405
"San Jacinto County, Texas",27666,45.3,21.2,21.8,41.7,8.9,21.8,7.1,54839,20.0,28.3,17.0,3.2,992,48,407
"San Patricio County, Texas",68942,36.0,26.3,15.1,51.1,11.9,19.1,4.4,63842,16.9,19.1,32.2,6.7,1265,48,409
"San Saba County, Texas",5779,41.9,19.3,22.7,28.0,14.0,19.0,3.8,54087,22.7,29.5,23.9,2.0,918,48,411
"Schleicher County, Texas",2474,39.4,24.2,25.6,86.7,9.8,12.7,6.9,53774,24.8,30.6,15.8,4.1,645,48,413
"Scurry County, Texas",16883,36.2,25.3,15.0,22.3,13.5,15.4,2.2,58932,19.1,17.6,19.1,0.9,1025,48,415
"Shackelford County, Texas",3134,42.9,23.8,19.7,46.1,26.3,17.6,7.2,60924,14.2,16.4,19.0,5.6,486,48,417
"Shelby County, Texas",24157,39.7,26.0,17.8,42.5,10.0,15.4,4.0,49231,20.4,21.8,24.8,6.3,833,48,419
"Sherman County, Texas",2414,38.4,23.3,16.3,70.5,16.7,18.9,1.5,66169,15.4,28.0,23.5,1.1,969,48,421
"Smith County, Texas",234667,37.2,24.2,17.0,24.5,18.1,12.4,4.7,69053,17.2,16.7,31.3,4.3,1129,48,423
"Somervell County, Texas",9337,43.1,21.6,18.4,38.7,21.3,11.7,3.9,87899,12.7,15.0,17.8,2.9,853,48,425
"Starr County, Texas",65716,28.6,32.6,11.5,34.0,9.2,15.5,11.5,35979,33.1,18.4,27.4,10.7,670,48,427
"Stephens County, Texas",9260,40.9,22.0,19.6,27.3,13.9,18.0,8.6,44712,17.5,27.2,21.4,9.3,688,48,429
"Sterling County, Texas",1392,32.1,34.6,13.1,0.0,14.6,8.0,0.0,63558,22.6,24.8,14.0,0.0,882,48,431
"Stonewall County, Texas",1331,33.5,27.7,20.3,100.0,7.4,14.5,1.8,66591,18.2,36.3,16.9,2.4,757,48,433
"Sutton County, Texas",3345,31.3,32.4,13.2,4.5,7.9,6.4,4.7,56778,16.2,34.9,36.2,2.5,701,48,435
"Swisher County, Texas",6989,35.9,25.0,17.3,18.5,15.7,16.1,5.2,40290,20.4,21.1,31.4,8.1,763,48,437
"Tarrant County, Texas",2113854,34.9,25.8,11.7,32.3,22.4,9.8,4.9,78872,16.9,7.0,40.3,4.4,1352,48,439
"Taylor County, Texas",143029,32.9,24.5,14.6,39.8,18.4,14.7,2.4,61806,15.5,11.6,41.3,4.6,1063,48,441
"Terrell County, Texas",862,57.7,12.5,34.2,0.0,19.9,26.7,0.0,52813,10.1,33.8,8.7,3.2,-666666666,48,443
"Terry County, Texas",11816,35.4,27.4,14.8,22.2,8.1,14.0,4.8,42694,21.8,12.9,34.2,7.9,763,48,445
"Throckmorton County, Texas",1439,48.8,18.3,25.5,10.0,15.1,14.9,2.5,55221,26.5,31.3,29.9,2.5,536,48,447
"Titus County, Texas",31301,34.4,28.8,14.5,41.2,10.8,13.0,4.0,57634,19.8,10.4,33.1,4.7,808,48,449
"Tom Green County, Texas",119276,35.0,24.1,15.9,29.9,16.4,14.2,3.2,67215,13.8,11.7,32.5,4.7,1024,48,451
"Travis County, Texas",1289054,35.1,20.7,10.4,24.0,33.4,9.0,4.2,92731,12.5,5.9,47.1,5.5,1561,48,453
"Trinity County, Texas",13735,50.1,19.7,26.4,58.5,11.3,23.2,7.0,51165,17.3,28.0,23.6,9.7,776,48,455
"Tyler County, Texas",19962,42.6,19.1,22.1,32.8,8.7,25.2,12.6,50898,15.9,28.4,19.4,7.0,927,48,457
"Upshur County, Texas",41261,40.9,23.8,18.3,66.7,12.2,20.0,4.3,60456,16.4,13.9,21.7,3.9,958,48,459
"Upton County, Texas",3284,39.9,27.2,16.4,-666666666.0,6.7,10.2,4.7,55284,11.8,18.7,22.9,6.0,687,48,461
"Uvalde County, Texas",24833,34.2,26.1,16.3,24.6,14.2,19.6,3.2,55000,19.3,16.7,31.7,7.2,1014,48,463
"Val Verde County, Texas",47693,31.7,28.0,13.9,38.2,12.2,13.7,3.4,57250,20.6,10.3,34.1,4.8,913,48,465
"Van Zandt County, Texas",60053,42.0,22.8,20.1,25.9,12.2,15.3,3.1,62334,17.7,12.4,20.3,2.9,981,48,467
"Victoria County, Texas",91209,36.3,25.2,16.4,44.3,13.9,15.3,5.2,66308,16.4,12.1,32.9,7.2,1084,48,469
"Walker County, Texas",77182,36.5,14.2,13.5,35.1,12.5,11.6,7.0,47193,15.0,14.6,45.1,6.7,976,48,471
"Waller County, Texas",57463,28.7,23.3,11.5,35.5,18.3,11.1,6.1,71643,18.3,9.0,30.6,3.6,1109,48,473
"Ward County, Texas",11347,35.2,29.0,13.4,5.3,8.6,12.9,5.5,70771,12.0,16.8,19.6,3.9,1061,48,475
"Washington County, Texas",35807,41.9,21.4,21.7,39.2,19.1,14.2,2.7,70043,13.4,15.2,26.5,6.0,1025,48,477
"Webb County, Texas",267282,29.4,31.8,9.7,43.1,14.7,13.1,5.9,59984,28.4,8.8,36.7,6.2,964,48,479
"Wharton County, Texas",41614,37.7,25.8,17.2,38.0,12.9,15.1,5.7,59712,19.0,13.0,33.2,6.4,894,48,481
"Wheeler County, Texas",4980,40.0,24.6,20.0,0.0,14.5,16.3,6.6,58158,22.3,27.0,26.5,7.0,896,48,483
"Wichita County, Texas",129584,34.8,22.7,14.9,30.7,15.1,16.0,4.2,58862,14.7,12.6,39.4,6.6,937,48,485
"Wilbarger County, Texas",12795,37.2,22.8,17.8,42.9,12.7,24.8,9.3,50769,11.4,21.1,40.9,5.5,795,48,487
"Willacy County, Texas",20308,33.7,24.1,14.6,59.1,7.7,15.1,8.7,42839,28.3,20.6,30.9,5.6,695,48,489
"Williamson County, Texas",617396,36.9,24.7,12.6,17.6,29.9,10.0,4.4,102851,9.7,4.2,32.3,2.6,1597,48,491
"Wilson County, Texas",50381,39.9,23.7,16.2,20.0,18.1,12.3,3.4,89708,12.2,8.8,14.4,2.2,1054,48,493
"Winkler County, Texas",7582,36.2,28.8,13.6,61.7,7.5,9.1,2.3,89155,18.7,16.4,16.6,5.6,902,48,495
"Wise County, Texas",70062,39.3,24.5,15.2,39.1,14.9,15.8,4.3,85385,16.2,10.1,18.4,1.6,1137,48,497
"Wood County, Texas",45341,48.4,18.8,26.9,28.0,12.8,20.0,5.3,61748,15.1,19.4,19.5,5.5,882,48,499
"Yoakum County, Texas",7630,30.0,32.3,10.0,16.2,8.6,9.0,3.9,80317,19.8,11.8,33.8,2.4,983,48,501
"Young County, Texas",17903,40.3,23.9,20.9,52.2,16.1,15.4,2.6,65565,18.9,11.6,26.3,5.1,823,48,503
"Zapata County, Texas",13896,30.9,32.6,13.7,80.6,9.1,16.2,8.1,35061,26.9,25.9,25.5,9.7,557,48,505
"Zavala County, Texas",9700,33.2,29.4,16.1,100.0,10.1,17.0,5.8,49243,12.2,13.4,27.5,4.9,838,48,507
"Beaver County, Utah",7102,33.8,30.8,14.1,13.0,21.8,12.9,3.6,80268,11.9,21.1,19.5,2.7,948,49,001
"Box Elder County, Utah",58291,33.1,31.0,12.6,10.3,18.6,11.3,2.6,72769,8.1,6.2,23.9,4.2,927,49,003
"Cache County, Utah",134428,25.5,29.6,9.7,11.8,25.4,8.5,2.4,72719,6.5,5.7,35.9,3.3,1025,49,005
"Carbon County, Utah",20338,37.8,25.8,18.4,18.9,11.8,16.8,6.7,53734,7.0,16.9,33.0,4.4,786,49,007
"Daggett County, Utah",638,43.3,25.4,18.5,0.0,12.4,13.0,3.5,61250,6.2,79.5,16.2,4.7,-666666666,49,009
"Davis County, Utah",363032,32.0,31.1,10.5,13.0,25.5,9.2,2.5,101285,5.9,3.4,22.3,2.4,1407,49,011
"Duchesne County, Utah",19779,33.1,32.8,12.3,29.0,9.8,13.8,4.3,70821,14.2,27.2,22.7,4.7,894,49,013
"Emery County, Utah",9898,38.4,28.6,17.7,7.5,9.1,15.4,3.6,67056,7.8,15.9,21.7,2.7,662,49,015
"Garfield County, Utah",5121,40.4,22.1,22.9,0.0,21.0,14.8,4.4,56481,14.5,45.2,26.8,2.5,779,49,017
"Grand County, Utah",9680,40.3,18.4,19.7,0.0,21.5,12.2,1.2,59171,12.2,17.4,33.0,2.1,1020,49,019
"Iron County, Utah",58068,29.5,27.8,12.9,9.9,20.3,11.1,3.3,63005,10.0,15.6,32.0,3.4,935,49,021
"Juab County, Utah",11943,30.1,33.7,12.5,3.8,14.7,12.4,1.9,88048,7.5,6.9,20.4,3.9,969,49,023
"Kane County, Utah",7814,42.9,22.8,23.8,6.9,22.1,18.3,3.5,70327,7.8,47.2,22.0,4.6,1124,49,025
"Millard County, Utah",13027,34.4,31.2,17.3,0.5,18.0,13.5,4.4,69403,11.1,15.5,24.0,3.7,801,49,027
"Morgan County, Utah",12367,32.1,34.3,12.0,2.8,24.0,6.5,1.7,120854,5.0,6.5,13.1,0.8,1276,49,029
"Piute County, Utah",1764,49.5,19.2,30.9,60.0,13.9,21.1,9.1,33359,15.6,36.3,9.0,4.9,594,49,031
"Rich County, Utah",2543,33.9,32.2,18.0,0.0,16.4,15.1,2.6,69250,7.9,75.3,20.9,0.0,663,49,033
"Salt Lake County, Utah",1180643,33.4,26.1,11.3,18.0,24.3,9.9,3.6,90011,9.9,5.3,32.9,5.2,1394,49,035
"San Juan County, Utah",14524,33.2,28.2,15.5,22.8,12.9,22.0,12.1,52108,19.0,19.7,20.3,8.8,861,49,037
"Sanpete County, Utah",28816,33.1,24.8,14.1,9.0,13.2,11.7,4.6,64356,10.8,16.5,22.2,2.8,910,49,039
"Sevier County, Utah",21667,36.2,28.8,16.5,15.7,15.3,14.7,4.9,66972,9.4,14.0,20.4,4.1,791,49,041
"Summit County, Utah",42524,40.5,23.5,13.8,13.9,35.8,5.9,2.3,126392,6.9,47.4,19.0,1.8,1822,49,043
"Tooele County, Utah",74032,31.7,31.7,9.0,25.1,14.8,11.1,3.9,95545,7.5,5.3,17.9,3.8,1079,49,045
"Uintah County, Utah",35951,32.4,32.1,11.3,9.1,13.4,12.5,6.3,67983,13.8,15.6,26.3,3.1,797,49,047
"Utah County, Utah",666021,25.2,32.2,7.7,7.9,29.8,8.5,3.4,91263,7.8,4.2,31.4,2.5,1330,49,049
"Wasatch County, Utah",35009,35.5,30.0,12.7,27.9,30.8,7.9,2.4,104855,7.4,22.6,22.6,2.4,1586,49,051
"Washington County, Utah",183297,38.6,24.9,21.9,12.4,20.6,12.5,3.1,71976,12.2,15.3,27.6,3.0,1321,49,053
"Wayne County, Utah",2532,43.0,23.5,22.4,1.7,15.3,11.6,0.6,64870,10.7,37.8,21.9,1.7,926,49,055
"Weber County, Utah",262960,33.2,27.3,11.9,25.5,18.8,11.5,3.1,82291,8.5,6.9,25.8,4.5,1188,49,057
"Addison County, Vermont",37434,43.9,16.2,21.4,10.1,24.3,15.6,4.1,85870,4.7,17.4,20.5,4.1,1153,50,001
"Bennington County, Vermont",37326,46.7,18.9,23.3,30.9,21.4,17.5,4.2,68558,4.6,30.2,25.7,8.5,974,50,003
"Caledonia County, Vermont",30418,45.4,19.0,22.2,33.7,19.2,17.1,2.6,62964,4.5,20.1,22.8,7.5,919,50,005
"Chittenden County, Vermont",168309,36.7,17.4,15.9,24.6,32.1,11.2,3.9,89494,3.3,5.3,36.6,6.9,1511,50,007
"Essex County, Vermont",5976,51.6,17.1,26.6,9.1,11.3,22.9,5.4,55247,5.3,45.6,16.3,4.9,911,50,009
"Franklin County, Vermont",50101,40.6,21.6,16.8,29.4,17.5,14.2,3.3,73633,4.2,15.3,22.2,6.2,1125,50,011
"Grand Isle County, Vermont",7335,48.6,17.2,21.8,4.5,25.1,12.2,3.5,86639,4.0,42.5,10.2,2.0,1206,50,013
"Lamoille County, Vermont",25977,41.0,20.3,17.8,20.4,27.2,12.7,3.9,69886,6.3,19.9,26.5,5.1,1066,50,015
"Orange County, Vermont",29439,46.6,17.9,22.2,29.0,19.1,15.5,3.1,74534,4.5,15.4,17.6,4.2,1125,50,017
"Orleans County, Vermont",27459,45.6,19.4,23.2,46.2,17.3,17.4,6.1,63981,3.5,30.1,20.0,6.3,898,50,019
"Rutland County, Vermont",60585,47.7,17.6,23.4,43.4,20.0,16.1,4.3,62641,4.5,25.3,27.7,7.1,891,50,021
"Washington County, Vermont",59768,43.8,18.3,20.5,35.8,27.1,14.0,3.0,77278,2.9,18.0,27.3,7.7,1077,50,023
"Windham County, Vermont",45857,47.0,17.0,24.0,28.2,21.2,17.0,4.4,65473,4.1,35.3,28.2,6.1,1031,50,025
"Windsor County, Vermont",57832,47.8,17.8,24.3,14.7,24.1,15.0,3.7,69492,5.0,29.2,23.4,5.1,1054,50,027
"Accomack County, Virginia",33367,47.3,20.5,24.9,51.6,12.2,16.8,3.7,52694,10.7,34.5,33.1,8.0,974,51,001
"Albemarle County, Virginia",112513,39.7,19.6,19.7,13.4,30.1,9.3,3.1,97708,5.8,7.3,32.8,4.7,1570,51,003
"Alleghany County, Virginia",15159,48.0,18.9,25.1,52.6,8.7,17.5,3.7,52546,7.4,20.5,16.8,6.7,662,51,005
"Amelia County, Virginia",13309,45.1,20.7,20.0,-666666666.0,12.8,16.7,4.1,63438,5.6,8.2,15.6,2.6,1249,51,007
"Amherst County, Virginia",31426,43.9,19.8,21.2,46.4,13.4,15.8,4.5,64454,7.7,11.4,24.3,5.4,811,51,009
"Appomattox County, Virginia",16253,43.1,21.8,20.5,62.0,14.2,14.2,3.5,60041,8.3,10.9,22.2,3.4,861,51,011
"Arlington County, Virginia",235845,35.3,18.1,11.3,12.7,35.7,6.5,2.8,137387,5.5,7.0,57.8,14.1,2227,51,013
"Augusta County, Virginia",77433,44.8,18.8,21.7,36.5,15.6,14.2,3.0,76124,6.8,8.0,21.3,4.5,1019,51,015
"Bath County, Virginia",4177,51.8,15.4,29.0,-666666666.0,12.7,15.2,2.0,55699,4.7,43.1,28.9,0.9,650,51,017
"Bedford County, Virginia",79761,46.8,19.6,22.2,20.8,19.9,13.1,2.9,74773,6.1,12.8,15.7,3.6,939,51,019
"Bland County, Virginia",6241,46.4,15.2,23.7,0.0,11.3,17.5,3.3,59901,4.8,30.2,14.8,3.5,705,51,021
"Botetourt County, Virginia",33734,47.5,18.8,23.2,17.3,17.2,12.5,3.1,77680,4.8,13.5,13.3,3.7,869,51,023
"Brunswick County, Virginia",15965,44.6,15.6,21.9,82.1,9.9,18.0,5.2,52678,7.9,22.4,26.8,7.6,841,51,025
"Buchanan County, Virginia",20246,47.6,16.9,23.0,12.9,5.5,33.7,6.0,39591,7.2,28.0,18.4,4.9,728,51,027
"Buckingham County, Virginia",16869,43.3,18.0,19.8,46.6,7.8,17.6,5.0,59894,11.0,17.9,24.5,6.4,844,51,029
"Campbell County, Virginia",55518,43.1,19.7,20.7,30.1,16.4,14.5,4.9,59022,6.5,11.4,25.9,5.2,792,51,031
"Caroline County, Virginia",31181,39.2,22.7,16.4,24.9,13.8,12.9,4.6,83562,6.7,9.0,18.3,5.0,1212,51,033
"Carroll County, Virginia",29126,48.7,17.9,25.1,45.4,11.3,16.5,4.8,49113,9.1,27.0,21.6,4.2,643,51,035
"Charles City County, Virginia",6760,52.0,14.9,25.6,33.3,11.8,19.2,4.1,65573,6.3,10.7,15.4,6.4,927,51,036
"Charlotte County, Virginia",11563,45.4,22.3,22.3,56.7,9.7,22.0,3.6,51548,8.9,24.1,30.9,8.0,732,51,037
"Chesterfield County, Virginia",366019,38.9,23.6,15.5,34.7,25.9,12.5,4.7,95757,7.3,3.9,22.6,3.1,1460,51,041
"Clarke County, Virginia",14882,48.4,19.0,21.5,19.8,22.2,13.6,3.5,107475,6.0,12.2,22.1,2.0,1260,51,043
"Craig County, Virginia",4898,46.1,25.1,19.2,0.0,10.9,11.7,1.9,66286,2.9,26.6,19.1,4.7,687,51,045
"Culpeper County, Virginia",52822,39.5,24.5,16.2,58.2,17.6,12.5,3.9,92359,9.4,5.7,25.7,3.4,1383,51,047
"Cumberland County, Virginia",9697,46.3,19.6,22.7,12.4,9.8,15.0,3.2,56497,8.6,12.9,22.4,6.9,803,51,049
"Dickenson County, Virginia",14089,45.5,19.3,23.4,55.3,9.3,36.4,3.4,40143,5.9,24.8,22.8,7.1,680,51,051
"Dinwiddie County, Virginia",28057,43.4,20.4,18.5,41.8,11.0,14.6,4.7,77225,6.6,11.9,21.5,2.8,1154,51,053
"Essex County, Virginia",10602,46.9,17.4,23.5,76.1,10.1,16.8,9.9,52335,9.7,26.2,34.6,5.3,942,51,057
"Fairfax County, Virginia",1145354,38.6,23.1,14.2,13.8,31.8,7.6,4.1,145165,7.5,3.8,31.4,4.6,2159,51,059
"Fauquier County, Virginia",73290,40.8,23.1,16.7,10.9,24.1,9.6,2.3,122785,7.7,7.8,22.5,3.1,1468,51,061
"Floyd County, Virginia",15532,48.4,18.1,24.2,0.0,13.6,12.7,2.6,57146,7.3,16.3,13.7,5.6,809,51,063
"Fluvanna County, Virginia",27442,43.1,19.8,20.4,13.9,22.5,11.6,3.0,90766,8.0,8.8,11.6,2.7,1363,51,065
"Franklin County, Virginia",54838,48.4,18.7,24.0,44.7,15.3,15.2,2.8,66275,7.2,22.2,20.0,5.5,809,51,067
"Frederick County, Virginia",92007,40.6,22.7,18.1,36.3,17.0,11.6,4.2,92443,8.0,6.8,22.5,3.6,1347,51,069
"Giles County, Virginia",16711,45.4,20.1,21.7,11.9,11.3,13.0,2.2,61987,6.4,17.5,22.3,5.6,758,51,071
"Gloucester County, Virginia",38875,44.3,19.9,19.6,16.8,16.0,17.2,3.4,83750,5.0,12.9,20.9,2.4,1133,51,073
"Goochland County, Virginia",24906,49.0,17.0,23.0,0.0,25.0,12.6,2.4,105600,3.6,7.9,15.5,2.7,1407,51,075
"Grayson County, Virginia",15356,49.0,16.3,25.4,27.8,10.3,20.2,4.3,43348,10.2,31.3,19.2,5.0,703,51,077
