NAME,DP05_0001E,DP05_0018E,DP05_0019PE,DP05_0024PE,DP02_0038PE,DP02_0065PE,DP02_0072PE,DP03_0009PE,DP03_0062E,DP03_0099PE,DP04_0003PE,DP04_0047PE,DP04_0058PE,DP04_0134E,state,county
"Fayette County, Tennessee",42228,46.8,18.4,22.0,33.1,17.4,17.2,5.3,81074,8.4,7.6,18.4,5.0,871,47,047
"Fentress County, Tennessee",18642,46.3,20.5,22.7,5.8,11.3,24.0,5.3,47884,8.5,17.4,22.6,5.5,645,47,049
"Franklin County, Tennessee",42980,42.4,19.7,20.3,34.3,13.2,20.0,2.6,57933,9.1,14.2,24.0,5.5,828,47,051
"Gibson County, Tennessee",50455,39.8,24.2,17.5,55.9,11.5,21.1,5.4,55455,10.7,11.0,33.7,9.2,756,47,053
"Giles County, Tennessee",30317,43.7,20.4,20.7,5.4,12.3,15.5,5.1,56877,8.1,18.6,26.8,4.0,817,47,055
"Grainger County, Tennessee",23648,45.6,19.6,20.7,40.7,8.0,23.3,5.8,47098,10.8,19.5,23.0,6.6,648,47,057
"Greene County, Tennessee",70399,44.7,19.1,21.8,43.8,11.2,22.2,5.4,51975,10.1,14.0,24.6,4.9,689,47,059
"Grundy County, Tennessee",13550,43.1,21.4,20.5,53.1,6.9,24.7,6.3,47948,13.7,20.1,16.4,5.9,694,47,061
"Hamblen County, Tennessee",64531,41.2,23.2,18.2,14.2,11.9,19.4,6.6,49656,13.3,8.5,32.8,4.9,799,47,063
"Hamilton County, Tennessee",367193,39.7,20.8,18.1,32.6,22.4,14.7,4.4,69069,9.6,9.0,35.4,5.9,1079,47,065
"Hancock County, Tennessee",6726,44.9,21.1,22.4,48.9,4.0,26.7,10.1,31809,11.8,22.8,22.1,13.5,571,47,067
"Hardeman County, Tennessee",25519,40.7,19.0,18.5,49.4,7.0,23.2,12.8,43566,10.4,15.8,29.4,7.0,773,47,069
"Hardin County, Tennessee",26824,45.5,20.0,23.0,58.0,11.0,19.2,3.3,46902,13.2,27.4,24.4,4.5,735,47,071
"Hawkins County, Tennessee",57107,45.5,19.3,21.5,29.2,11.3,23.0,8.6,53647,9.7,16.0,21.8,5.0,737,47,073
"Haywood County, Tennessee",17806,43.1,22.0,19.7,47.2,7.2,25.0,8.5,44890,11.4,13.0,41.9,9.7,715,47,075
"Henderson County, Tennessee",27845,40.7,22.9,18.5,10.1,9.4,18.0,5.4,51576,11.9,16.8,28.7,4.6,759,47,077
"Henry County, Tennessee",32305,45.7,20.2,23.4,18.8,12.4,22.9,4.0,48025,11.0,22.6,24.6,6.2,727,47,079
"Hickman County, Tennessee",24996,41.8,20.6,17.4,13.5,8.8,19.9,3.7,54669,9.1,15.7,20.6,3.2,796,47,081
"Houston County, Tennessee",8253,44.1,21.7,20.1,41.5,7.1,19.3,4.2,51544,11.4,23.5,20.0,4.2,719,47,083
"Humphreys County, Tennessee",19032,43.0,22.2,20.2,0.3,10.8,17.2,10.2,54185,10.8,24.3,20.8,3.3,814,47,085
"Jackson County, Tennessee",11730,47.3,17.8,22.5,52.9,11.2,25.9,7.2,42357,9.7,21.7,17.0,6.8,777,47,087
"Jefferson County, Tennessee",55017,44.4,19.1,20.2,11.6,13.0,20.4,5.4,60393,9.4,16.4,25.5,2.6,832,47,089
"Johnson County, Tennessee",17982,46.2,16.5,23.1,65.0,9.7,21.9,4.4,47571,13.2,21.4,23.8,5.1,647,47,091
"Knox County, Tennessee",481406,37.4,20.8,16.1,22.2,23.9,12.3,3.8,68580,8.0,8.1,35.1,5.6,1097,47,093
"Lake County, Tennessee",6898,41.8,14.3,15.4,70.8,6.4,27.9,7.0,32064,16.2,19.7,53.6,16.7,432,47,095
"Lauderdale County, Tennessee",25171,38.9,22.3,16.0,77.4,6.4,22.7,6.1,46702,10.6,14.8,38.0,8.3,694,47,097
"Lawrence County, Tennessee",44377,39.0,24.9,17.6,50.3,9.4,17.5,6.3,51038,13.8,11.7,24.6,7.1,715,47,099
"Lewis County, Tennessee",12637,42.2,21.9,20.4,55.9,6.6,21.5,5.2,44613,12.7,10.7,21.4,2.8,744,47,101
"Lincoln County, Tennessee",35365,43.2,22.2,19.3,66.9,11.6,16.5,4.3,61374,9.5,10.6,23.7,4.6,755,47,103
"Loudon County, Tennessee",55507,48.5,19.1,26.9,16.4,17.9,14.0,3.0,75008,8.2,9.3,18.4,3.1,960,47,105
"McMinn County, Tennessee",53532,42.3,21.1,19.8,13.2,11.3,19.2,5.3,57982,11.2,11.3,25.9,3.5,803,47,107
"McNairy County, Tennessee",25895,42.9,21.6,20.7,12.7,6.6,16.5,6.2,46920,10.1,21.1,20.9,4.8,706,47,109
"Macon County, Tennessee",25365,39.1,24.5,15.6,16.7,6.5,17.3,3.6,51215,10.4,14.3,28.2,3.3,789,47,111
"Madison County, Tennessee",98644,38.4,22.2,17.3,32.0,15.7,16.6,7.4,55280,10.4,10.4,37.9,7.7,994,47,113
"Marion County, Tennessee",28852,43.6,20.7,20.0,23.2,9.3,21.5,5.7,58139,8.7,14.4,22.3,4.5,824,47,115
"Marshall County, Tennessee",34567,39.3,23.2,16.4,30.1,14.4,12.0,5.8,65325,6.8,9.3,23.1,2.1,887,47,117
"Maury County, Tennessee",102002,39.4,23.0,16.6,14.6,17.6,11.6,2.5,71500,9.1,8.9,28.0,2.6,1126,47,119
"Meigs County, Tennessee",12839,45.5,20.2,21.1,46.4,7.3,21.9,7.5,59434,11.7,14.6,23.4,4.3,832,47,121
"Monroe County, Tennessee",46489,44.6,20.8,21.5,39.0,10.7,22.5,6.6,52123,11.1,11.3,27.9,4.9,668,47,123
"Montgomery County, Tennessee",222305,31.4,26.7,9.5,27.4,19.4,15.5,6.1,67890,8.6,7.7,37.4,3.6,1128,47,125
"Moore County, Tennessee",6558,46.4,19.4,21.2,36.9,15.3,15.7,4.2,69250,5.8,14.2,15.6,2.9,769,47,127
"Morgan County, Tennessee",21124,41.6,19.2,18.3,58.6,7.3,23.2,8.4,51971,11.0,17.0,18.5,4.4,742,47,129
"Obion County, Tennessee",30670,42.3,21.8,20.4,55.2,10.9,22.7,5.0,50638,8.8,12.5,34.3,7.3,732,47,131
"Overton County, Tennessee",22576,43.1,21.1,20.1,26.1,8.9,17.3,3.5,46580,7.3,14.8,21.1,4.6,777,47,133
"Perry County, Tennessee",8432,42.8,22.3,21.7,3.9,7.1,18.7,10.9,55978,16.4,38.6,23.8,3.6,699,47,135
"Pickett County, Tennessee",5042,51.1,17.9,27.6,25.5,11.9,26.7,4.5,44317,8.4,34.4,18.3,8.2,720,47,137
"Polk County, Tennessee",17620,46.3,19.5,20.9,20.1,8.2,21.8,7.8,53775,15.5,18.2,21.1,5.7,678,47,139
"Putnam County, Tennessee",80157,36.3,20.6,16.3,29.7,17.4,13.9,4.5,54371,9.0,7.8,39.1,4.1,842,47,141
"Rhea County, Tennessee",33031,40.9,22.0,18.9,22.9,11.7,21.5,7.9,55568,11.1,16.0,26.5,6.6,780,47,143
"Roane County, Tennessee",53777,47.4,18.7,23.0,9.6,13.0,18.6,4.9,66460,7.4,13.8,22.7,5.4,753,47,145
"Robertson County, Tennessee",73297,39.4,23.7,14.9,17.1,15.6,13.8,3.8,74440,9.4,5.4,23.7,3.0,1065,47,147
"Rutherford County, Tennessee",343727,34.0,24.4,10.8,33.4,23.0,11.1,3.9,78291,9.3,7.1,34.8,2.5,1311,47,149
"Scott County, Tennessee",21917,40.7,23.8,16.9,16.2,6.2,26.7,9.6,39744,12.0,12.4,28.4,4.2,646,47,151
"Sequatchie County, Tennessee",16065,44.4,19.9,20.6,23.9,12.2,21.4,3.3,53038,12.2,14.3,23.4,3.7,786,47,153
"Sevier County, Tennessee",98455,43.9,20.4,20.0,31.2,13.4,17.4,3.5,60103,13.2,32.7,27.8,3.6,968,47,155
"Shelby County, Tennessee",926440,35.9,25.0,14.2,56.3,20.2,12.7,7.3,59621,11.9,10.8,44.8,8.4,1103,47,157
"Smith County, Tennessee",20034,40.5,22.4,16.4,28.4,11.5,17.0,3.5,57677,9.6,10.5,25.2,5.3,809,47,159
"Stewart County, Tennessee",13724,44.3,22.0,20.5,51.3,12.1,18.4,3.8,57257,10.9,25.1,18.6,5.6,725,47,161
"Sullivan County, Tennessee",158722,45.2,19.1,22.0,38.5,17.4,18.8,6.2,54357,9.3,10.7,27.5,4.9,793,47,163
"Sumner County, Tennessee",196845,39.8,23.2,16.3,34.7,21.2,12.9,3.5,81883,7.9,6.0,27.1,3.3,1245,47,165
"Tipton County, Tennessee",61116,38.4,24.0,15.0,22.0,12.4,17.8,5.4,70674,9.3,7.0,24.2,4.3,1013,47,167
"Trousdale County, Tennessee",11596,34.6,16.5,12.8,52.4,5.4,12.1,0.8,62018,8.7,5.9,23.3,2.3,822,47,169
"Unicoi County, Tennessee",17845,47.4,18.2,23.4,63.5,11.6,22.2,5.4,49855,8.9,12.4,26.7,5.5,664,47,171
"Union County, Tennessee",19860,42.6,21.5,18.2,52.6,7.0,21.9,5.7,57094,8.6,21.4,19.5,3.2,838,47,173
"Van Buren County, Tennessee",6182,47.4,19.5,24.0,26.3,5.8,25.3,4.1,44730,16.6,16.0,19.6,11.3,658,47,175
"Warren County, Tennessee",41163,40.3,23.4,17.8,18.2,9.7,18.9,3.9,52948,13.6,12.3,29.0,5.1,734,47,177
"Washington County, Tennessee",133282,40.1,18.7,18.5,24.9,19.2,16.5,5.0,58507,9.9,8.7,35.7,5.5,890,47,179
"Wayne County, Tennessee",16325,44.3,18.1,19.0,41.3,8.4,19.4,4.6,49360,12.7,20.0,19.7,6.6,606,47,181
"Weakley County, Tennessee",32946,37.9,18.7,18.4,26.7,12.6,19.9,4.0,47769,11.6,12.5,34.8,6.7,723,47,183
"White County, Tennessee",27420,43.0,21.9,20.4,43.5,9.0,16.7,5.4,48220,12.9,10.8,24.1,4.1,835,47,185
"Williamson County, Tennessee",248897,40.0,26.4,13.9,10.9,39.2,7.3,2.1,125943,4.2,3.9,20.1,2.2,1817,47,187
"Wilson County, Tennessee",149096,40.0,23.3,15.8,22.4,24.5,12.8,3.7,89462,7.0,6.7,22.9,2.4,1268,47,189
"Anderson County, Texas",58077,39.3,19.0,14.8,29.3,9.1,16.8,3.9,57445,17.4,16.7,31.3,6.5,972,48,001
"Andrews County, Texas",18362,32.4,30.6,9.6,12.0,14.8,11.9,2.7,86458,24.9,5.3,27.5,1.6,1345,48,003
"Angelina County, Texas",86608,37.8,25.4,16.3,42.3,11.8,19.1,6.0,57055,18.6,13.8,35.5,5.6,985,48,005
"Aransas County, Texas",24048,51.0,17.4,27.6,46.5,15.7,16.9,4.4,58168,15.5,26.8,21.0,5.1,1076,48,007
"Archer County, Texas",8649,43.1,22.7,20.6,22.8,17.0,17.6,3.1,69954,16.6,13.9,15.8,2.5,718,48,009
"Armstrong County, Texas",1912,43.9,22.2,28.7,92.9,17.7,11.7,0.2,70417,7.3,18.0,12.6,0.0,942,48,011
"Atascosa County, Texas",49403,35.8,26.9,14.8,44.6,11.0,11.8,6.4,67442,21.4,15.6,24.9,5.5,977,48,013
"Austin County, Texas",30406,41.0,23.6,20.0,21.2,17.9,13.0,3.8,73556,14.0,14.1,20.3,3.5,1046,48,015
"Bailey County, Texas",6902,30.3,26.9,12.4,100.0,11.1,13.0,2.1,69830,32.1,21.3,26.8,13.2,665,48,017
"Bandera County, Texas",21182,53.4,16.8,27.9,30.8,17.1,18.8,6.7,70965,13.9,25.6,12.5,1.5,927,48,019
"Bastrop County, Texas",98435,38.0,25.5,15.4,28.6,15.7,12.1,4.4,80151,19.2,9.8,22.2,2.9,1195,48,021
"Baylor County, Texas",3475,46.7,23.5,23.9,100.0,19.5,23.6,1.1,52716,16.3,33.0,32.0,3.1,568,48,023
"Bee County, Texas",30977,35.6,20.2,12.6,33.9,6.8,15.2,6.4,50283,17.2,19.1,32.7,5.0,985,48,025
"Bell County, Texas",372821,31.7,27.5,11.3,30.7,17.6,14.8,7.7,62858,14.5,9.6,45.5,5.8,1095,48,027
"Bexar County, Texas",2014059,34.2,25.1,12.3,36.4,18.8,14.3,5.5,67275,16.0,7.9,41.3,6.4,1212,48,029
"Blanco County, Texas",11608,49.5,17.7,24.3,17.2,23.9,14.5,3.9,79717,15.2,20.2,22.0,1.8,863,48,031
"Borden County, Texas",686,36.5,34.3,18.4,0.0,29.2,10.5,1.8,80625,2.3,37.0,26.5,1.4,-666666666,48,033
"Bosque County, Texas",18404,46.1,20.9,24.9,41.8,13.5,19.3,3.9,63868,18.2,21.9,24.3,2.9,886,48,035
"Bowie County, Texas",92747,38.2,23.7,17.1,56.2,14.1,12.6,4.0,56628,15.5,13.0,37.1,6.2,900,48,037
"Brazoria County, Texas",374600,36.3,25.9,12.2,28.7,20.2,9.7,4.6,91972,13.4,11.0,25.9,2.7,1333,48,039
"Brazos County, Texas",234548,26.3,19.9,9.5,39.7,23.5,9.6,4.6,57562,12.2,11.3,53.2,5.5,1120,48,041
"Brewster County, Texas",9454,46.1,18.2,23.9,25.3,28.5,12.2,3.0,47747,11.9,16.3,40.1,6.1,780,48,043
"Briscoe County, Texas",1290,49.7,19.2,30.1,20.8,9.6,21.1,3.3,35446,20.9,37.2,26.0,4.0,850,48,045
"Brooks County, Texas",7059,38.3,22.3,19.8,64.0,14.1,23.9,2.1,30566,24.6,27.6,38.8,15.5,391,48,047
"Brown County, Texas",38159,41.2,20.8,20.1,19.3,14.7,21.3,3.8,53792,17.3,20.9,31.7,5.7,862,48,049
"Burleson County, Texas",17958,44.1,21.8,21.7,66.7,16.3,13.7,3.8,71745,13.8,19.1,21.3,3.4,977,48,051
"Burnet County, Texas",49684,44.7,20.5,23.1,28.4,19.4,15.9,3.4,71482,17.4,21.7,20.6,3.3,1232,48,053
"Caldwell County, Texas",46141,37.8,23.1,15.2,45.6,11.9,16.1,2.4,66779,24.5,8.7,28.5,4.5,1084,48,055
"Calhoun County, Texas",20127,38.4,23.5,18.4,27.8,10.1,18.8,3.4,62267,9.5,24.8,23.8,4.1,968,48,057
"Callahan County, Texas",13869,43.5,21.4,20.6,55.2,17.5,21.1,4.8,63906,17.2,19.0,18.0,3.4,888,48,059
"Cameron County, Texas",421854,32.0,29.5,13.7,41.9,13.5,12.2,5.7,47435,27.5,14.8,34.7,6.8,855,48,061
"Camp County, Texas",12543,39.0,26.4,18.2,55.0,14.7,17.4,5.4,53968,22.3,23.3,21.7,5.0,767,48,063
"Carson County, Texas",5801,41.3,23.6,21.0,11.5,17.4,9.8,1.9,83199,10.3,18.7,16.2,2.8,933,48,065
"Cass County, Texas",28637,44.3,22.4,22.2,40.0,12.3,21.0,7.2,54303,13.7,17.3,22.0,6.1,834,48,067
"Castro County, Texas",7381,34.8,29.0,16.4,26.6,14.9,8.2,3.6,59886,23.5,21.2,35.4,3.2,841,48,069
"Chambers County, Texas",47037,35.4,27.3,12.1,19.1,15.9,10.9,7.5,106103,15.9,9.1,16.3,2.5,1339,48,071
"Cherokee County, Texas",50824,38.2,25.4,17.7,46.2,10.2,12.6,5.8,56971,20.8,13.6,28.0,6.1,883,48,073
"Childress County, Texas",6781,32.6,18.5,13.9,21.2,10.5,16.3,8.6,56063,20.3,30.8,28.9,2.1,858,48,075
"Clay County, Texas",10290,46.8,20.2,22.3,48.1,16.3,20.5,1.8,75227,15.8,18.2,18.6,3.3,787,48,077
"Cochran County, Texas",2529,37.4,26.9,16.8,72.6,6.1,18.2,7.1,41597,19.3,23.6,32.5,6.0,702,48,079
"Coke County, Texas",3305,47.1,21.6,27.2,3.7,12.4,19.2,3.0,40230,12.7,31.0,30.3,3.6,681,48,081
"Coleman County, Texas",7808,48.4,21.7,25.5,72.0,15.7,21.0,6.3,51034,25.0,34.8,27.9,6.8,684,48,083
"Collin County, Texas",1079153,37.1,25.2,11.2,18.1,33.8,7.5,4.2,113255,10.1,5.7,35.5,2.9,1689,48,085
"Collingsworth County, Texas",2865,38.3,29.5,20.4,84.3,20.1,15.7,2.8,52045,30.3,32.8,23.6,4.0,651,48,087
"Colorado County, Texas",20582,43.2,23.3,22.3,10.4,15.8,14.2,5.7,63352,15.0,26.7,17.8,5.6,892,48,089
"Comal County, Texas",165201,41.7,22.2,18.3,16.7,26.2,14.4,3.7,93744,11.2,9.8,24.1,2.5,1390,48,091
"Comanche County, Texas",13651,44.2,22.6,23.5,26.9,12.6,19.1,7.3,57383,17.5,23.2,17.6,4.3,795,48,093
"Concho County, Texas",3235,46.4,18.3,24.5,13.3,8.7,21.6,2.3,55750,10.0,42.7,19.2,4.3,927,48,095
"Cooke County, Texas",41860,40.4,23.1,18.9,41.9,15.6,13.7,3.9,66374,15.0,8.5,30.9,4.8,1064,48,097
"Coryell County, Texas",82927,32.2,22.6,10.7,22.7,12.0,19.4,7.1,63281,12.4,12.7,42.2,4.2,1046,48,099
"Cottle County, Texas",1647,37.4,25.6,21.9,100.0,11.8,27.8,4.1,47625,10.5,35.3,33.2,7.9,375,48,101
"Crane County, Texas",4636,37.9,25.8,14.0,19.3,11.0,5.7,3.0,71364,22.0,8.1,14.6,9.5,913,48,103
"Crockett County, Texas",2949,50.0,18.0,23.5,0.0,9.2,12.6,2.0,64103,18.1,30.5,27.7,0.0,583,48,105
"Crosby County, Texas",5157,39.4,25.5,18.4,37.5,11.5,21.4,4.9,50268,20.0,25.3,29.1,6.1,649,48,107
"Culberson County, Texas",2181,47.5,15.2,21.7,-666666666.0,9.7,23.9,10.1,35924,14.5,33.2,24.2,10.7,918,48,109
"Dallam County, Texas",7165,30.8,31.7,9.5,17.8,12.5,10.5,2.6,71969,25.3,23.3,28.3,3.4,1105,48,111
"Dallas County, Texas",2604053,33.8,25.6,11.2,35.1,21.0,10.2,4.9,70732,21.6,7.8,49.5,6.7,1374,48,113
"Dawson County, Texas",12342,34.0,25.5,14.1,48.4,11.5,16.4,9.5,45268,19.9,15.5,28.4,8.3,805,48,115
"Deaf Smith County, Texas",18585,32.0,30.8,12.9,41.5,8.8,8.2,2.1,51942,23.2,13.8,35.6,3.4,842,48,117
"Delta County, Texas",5278,40.6,22.7,20.3,40.0,14.9,17.2,6.4,68491,7.0,13.5,19.7,3.3,875,48,119
"Denton County, Texas",914870,36.5,23.9,10.9,16.7,31.7,8.8,4.0,104180,10.9,4.8,34.8,3.1,1496,48,121
"DeWitt County, Texas",19826,41.7,22.3,19.6,6.3,10.1,16.6,5.2,61100,17.3,28.3,29.3,7.7,931,48,123
"Dickens County, Texas",1570,47.9,19.7,23.9,11.9,13.5,20.2,9.7,46638,14.8,41.0,17.1,5.3,533,48,125
"Dimmit County, Texas",8672,36.4,27.8,17.0,30.0,8.1,18.3,4.7,27374,17.3,30.1,35.0,14.9,664,48,127
"Donley County, Texas",3298,40.3,19.3,23.8,12.5,8.9,9.3,0.0,51711,17.2,38.7,27.4,3.7,711,48,129
"Duval County, Texas",9960,35.5,25.3,15.8,93.5,4.5,20.8,8.4,50697,20.2,35.3,28.7,10.2,870,48,131
"Eastland County, Texas",17812,41.5,20.9,21.6,22.9,15.0,19.2,4.9,52902,16.2,24.8,30.5,6.3,745,48,133
"Ector County, Texas",162300,31.0,30.3,9.5,32.4,11.3,10.2,5.8,70566,21.8,8.2,35.1,5.2,1232,48,135
"Edwards County, Texas",1380,40.2,19.6,22.0,4.2,15.0,14.3,0.0,40809,25.9,47.6,18.3,3.0,680,48,137
"Ellis County, Texas",195509,36.2,26.3,12.9,27.3,19.1,12.0,3.9,93248,16.1,5.7,24.1,2.9,1345,48,139
"El Paso County, Texas",863832,32.8,26.5,12.5,36.8,16.9,13.9,6.8,55417,21.8,7.9,37.0,6.5,978,48,141
"Erath County, Texas",42788,31.6,20.6,14.2,32.5,22.0,12.9,5.6,59654,14.8,12.6,36.8,4.1,1070,48,143
"Falls County, Texas",17013,40.0,21.0,18.7,5.7,8.8,18.7,7.4,45172,16.9,26.2,21.6,8.9,691,48,145
"Fannin County, Texas",36052,40.4,21.2,18.1,22.5,13.3,15.2,4.7,65835,15.6,13.4,25.0,3.2,979,48,147
"Fayette County, Texas",24564,48.0,20.0,26.1,28.6,17.7,15.6,3.5,72881,11.0,29.5,18.7,4.8,885,48,149
"Fisher County, Texas",3680,42.2,21.3,23.1,30.0,13.5,18.1,2.9,60461,13.0,25.7,20.9,5.6,605,48,151
"Floyd County, Texas",5386,35.7,26.2,18.3,76.5,12.3,15.6,4.1,49321,24.3,26.1,30.4,10.2,697,48,153
"Foard County, Texas",1075,50.9,20.8,30.3,61.1,11.6,19.8,5.9,41944,12.1,30.1,31.8,5.4,537,48,155
"Fort Bend County, Texas",832607,36.9,27.0,11.8,16.2,29.2,7.3,5.2,109987,11.8,4.3,22.3,2.8,1669,48,157
"Franklin County, Texas",10445,42.9,23.2,22.1,57.7,19.9,16.4,6.5,67915,15.2,26.5,19.9,1.9,951,48,159
"Freestone County, Texas",19599,41.8,22.5,19.9,15.9,11.9,19.8,3.5,55902,11.4,26.2,23.9,3.3,785,48,161
"Frio County, Texas",18151,33.1,23.3,12.6,36.1,5.2,15.1,2.6,56042,14.3,25.7,38.5,10.9,797,48,163
"Gaines County, Texas",21523,29.3,35.5,8.9,5.9,8.2,12.1,3.4,73299,29.5,8.9,26.5,4.1,711,48,165
"Galveston County, Texas",350801,38.1,23.9,14.9,26.6,22.7,12.9,5.9,83913,13.8,13.7,32.2,5.4,1301,48,167
"Garza County, Texas",5735,41.8,15.4,16.8,0.0,7.5,18.1,9.9,56215,16.3,25.2,30.4,6.3,1048,48,169
"Gillespie County, Texas",26953,49.7,19.9,29.0,6.9,22.0,14.7,3.5,70162,17.9,21.8,30.2,5.5,1275,48,171
"Glasscock County, Texas",1068,38.8,24.8,12.7,0.0,29.4,9.4,1.3,112188,22.5,15.0,38.1,1.2,-666666666,48,173
"Goliad County, Texas",7092,44.7,20.9,23.9,0.0,13.1,16.0,4.8,58125,11.2,23.0,17.3,8.6,788,48,175
"Gonzales County, Texas",19736,36.8,26.6,16.9,37.6,9.2,16.4,1.0,64255,18.9,17.2,33.0,8.3,895,48,177
"Gray County, Texas",21272,36.6,25.2,16.1,65.1,12.3,13.3,5.4,54563,19.5,19.8,29.6,3.2,846,48,179
"Grayson County, Texas",137008,39.2,23.7,17.9,26.7,15.2,13.8,3.9,66608,16.6,11.6,32.9,3.8,1096,48,181
"Gregg County, Texas",124245,35.8,25.7,15.7,61.3,15.2,13.1,3.7,63811,17.0,11.7,40.5,5.2,1008,48,183
"Grimes County, Texas",29442,40.3,22.4,18.2,2.9,12.0,14.4,5.6,63484,18.2,18.8,21.8,3.2,910,48,185
"Guadalupe County, Texas",173828,37.3,24.5,14.2,27.7,19.6,13.7,4.3,88111,11.5,7.2,22.2,2.7,1278,48,187
"Hale County, Texas",32525,33.4,27.0,13.9,77.5,9.2,12.3,4.7,50721,22.3,17.9,38.3,3.7,757,48,189
"Hall County, Texas",2847,45.1,22.0,22.5,27.3,14.0,17.7,7.5,43873,21.2,34.7,30.0,3.3,554,48,191
"Hamilton County, Texas",8244,45.0,21.1,25.8,4.1,17.9,20.0,2.8,54890,15.1,28.1,16.7,3.4,865,48,193
"Hansford County, Texas",5270,33.9,28.8,13.6,8.3,24.8,11.9,4.3,62350,17.0,22.8,24.6,4.7,823,48,195
"Hardeman County, Texas",3541,44.1,21.0,20.0,42.4,13.2,21.4,2.5,60455,14.9,28.3,32.3,4.1,612,48,197
"Hardin County, Texas",56576,39.4,24.5,17.2,31.6,14.1,18.6,4.6,70164,16.5,14.2,17.4,4.8,955,48,199
"Harris County, Texas",4726177,34.1,26.2,11.0,35.5,20.8,10.0,6.4,70789,21.2,8.6,45.4,6.7,1269,48,201
"Harrison County, Texas",69098,38.8,24.3,17.0,48.8,15.1,17.4,6.1,63427,16.3,14.7,26.0,6.4,912,48,203
"Hartley County, Texas",5369,39.7,22.2,16.2,24.7,14.5,10.6,1.5,78065,21.5,12.9,20.3,2.4,1102,48,205
"Haskell County, Texas",5408,44.3,17.4,23.4,51.6,11.9,23.3,6.3,52786,20.4,32.6,30.0,5.2,862,48,207
"Hays County, Texas",245351,33.2,22.7,11.4,16.6,26.3,11.1,5.1,79990,12.9,6.0,37.2,2.8,1355,48,209
"Hemphill County, Texas",3371,40.8,25.1,18.8,0.0,18.1,18.9,4.1,67798,18.2,19.9,26.6,3.6,1025,48,211
"Henderson County, Texas",82627,43.9,21.4,22.2,18.6,13.1,17.8,5.5,59778,18.7,21.9,24.0,5.4,958,48,213
"Hidalgo County, Texas",873167,29.8,31.7,11.2,33.7,14.0,12.1,7.6,49371,31.0,13.1,32.2,5.6,875,48,215
"Hill County, Texas",36138,41.2,23.1,20.5,43.5,12.0,17.4,4.5,60669,17.9,17.5,24.7,5.5,893,48,217
"Hockley County, Texas",21495,35.3,26.6,15.0,35.2,11.3,15.7,5.3,53283,20.0,13.7,27.2,5.9,765,48,219
"Hood County, Texas",62459,46.5,20.7,25.2,34.5,21.4,12.9,5.8,80013,14.4,12.9,19.6,2.5,1255,48,221
"Hopkins County, Texas",37008,39.7,24.2,18.3,16.9,14.8,14.3,4.8,63766,18.8,12.2,29.9,4.1,958,48,223
"Houston County, Texas",22107,43.9,19.7,22.1,45.3,10.5,22.4,4.5,51043,16.3,31.1,30.6,7.8,819,48,225
"Howard County, Texas",34488,37.6,21.8,12.7,51.7,9.4,16.2,5.2,67243,16.6,14.1,33.2,5.2,981,48,227
"Hudspeth County, Texas",3329,32.1,17.0,11.0,100.0,9.5,32.3,8.2,35163,29.0,22.1,31.7,8.2,531,48,229
"Hunt County, Texas",101596,37.6,23.8,15.9,26.3,14.6,15.4,5.8,66885,16.3,10.9,30.1,4.8,1120,48,231
"Hutchinson County, Texas",20595,38.3,25.0,17.2,64.3,11.4,16.6,4.3,62211,15.6,34.1,18.1,4.2,881,48,233
"Irion County, Texas",1561,39.5,25.7,19.4,0.0,16.2,13.0,1.3,54708,22.2,21.8,11.7,0.6,1145,48,235
"Jack County, Texas",8588,39.2,21.9,17.3,0.0,11.6,13.8,8.2,58861,18.6,21.5,27.2,10.8,889,48,237
"Jackson County, Texas",15010,40.4,25.2,19.3,16.0,10.5,15.0,5.5,67176,15.3,25.2,26.0,6.7,896,48,239
"Jasper County, Texas",33032,42.3,23.5,20.5,56.9,8.4,13.9,12.5,48818,20.1,19.9,20.4,5.9,777,48,241
"Jeff Davis County, Texas",1992,62.0,14.6,41.7,41.2,12.5,15.2,0.0,38125,17.2,39.5,10.7,2.7,1113,48,243
"Jefferson County, Texas",254942,36.8,24.3,14.9,39.8,13.9,15.1,5.4,57294,20.8,14.3,38.3,7.4,1004,48,245
"Jim Hogg County, Texas",4830,25.2,32.3,8.4,28.9,8.6,13.5,4.5,42292,27.1,35.9,36.3,4.9,754,48,247
"Jim Wells County, Texas",39060,35.6,27.0,15.8,59.8,12.0,17.3,5.2,46626,20.2,20.2,32.1,7.6,849,48,249
"Johnson County, Texas",182690,37.1,25.7,14.0,22.5,14.8,10.8,3.5,77058,16.5,6.6,25.6,2.4,1271,48,251
"Jones County, Texas",19758,38.4,16.3,15.6,60.6,8.8,17.4,4.7,59361,19.3,16.1,17.8,3.6,954,48,253
"Karnes County, Texas",14805,35.6,20.6,14.4,84.8,11.4,13.5,5.3,57798,16.3,25.4,32.5,8.8,868,48,255
"Kaufman County, Texas",149773,34.6,28.1,11.2,33.1,17.0,10.9,4.9,84075,13.6,6.3,22.6,3.2,1286,48,257
"Kendall County, Texas",45376,42.6,22.7,19.6,45.4,30.9,11.5,4.8,104196,12.0,8.6,23.6,2.6,1455,48,259
"Kenedy County, Texas",116,39.9,24.1,36.2,0.0,5.7,25.0,0.0,45455,18.1,59.1,84.2,0.0,-666666666,48,261
